item_id 名字 等级 职业 
1452048 粉色花边游泳圈 30 4
1452049 新加坡国旗（弓） 30 4
1452050 马来西亚国旗（弓） 30 4
1452051 初级弓手的弓 10 4
1452052 闪亮先生打造的武器。这独有的弓\n里隐藏了隔世的力量，能使出无穷\n威力的攻击。 70 4
1452053 Winkel 55 4
1452054 Akha 10 4
1452055 Akhasuma 40 4
1452056 Akhamagna 80 4
1452057 #c暴风箭雨 +1等级# 120 4
1452059 #c暴风箭雨 +1等级# 120 4
1452060 绯红之弓 100 4
1452062 圣诞六翼天使武器(弓) 10 4
1452066 蝙蝠怪的马蓝艾伦弓 80 4
1452067 蝙蝠怪的火焰艾伦弓 80 4
1452068 蝙蝠怪的黄金艾伦弓 80 4
1452069 蝙蝠怪的黑色艾伦弓 80 4
1452070 蝙蝠怪的梅杜斯 90 4
1452071 #c金属风暴 +1等级# 58 4
1452073 企鹅王的火焰之弓 35 4
1452077 #c网吧专用道具.游戏结束时将会消失.\n# 30 4
1452078 #c网吧专用道具.游戏结束时将会消失.\n# 38 4
1452079 #c网吧专用道具.游戏结束时将会消失.\n# 59 4
1452083 所罗门多变之弓(任务道具) 15 4
1452084 可对黑暗独角兽造成伤害的神器 15 4
1452085 #c你能够感受到地狱大公的暗黑\n能量。# 25 4
1462000 山羊弩 28 4
1462001 弩弓 12 4
1462002 战斗弩弓 18 4
1462003 猎弩弓 22 4
1462004 鹰弩 32 4
1462005 双弦弩 38 4
1462006 白银弩 42 4
1462007 炎弩 50 4
1462008 黄金弩 60 4
1462009 破天弩弓 70 4
1462010 沧海弩弓 80 4
1462011 炎帝弩弓 80 4
1462012 金天弩弓 80 4
1462013 黑暗弩弓 80 4
1462014 枫叶玉弩 35 4
1462015 光圣鹞弩(白) 100 4
1462016 金圣鹞弩(黄) 100 4
1462017 黑暗圣鹞弩 100 4
1462018 红炎神机弩 90 4
1462019 枫叶弩 43 4
1462021 闇黑弩 90 4
1462022 黄色可撒弩 90 4
1462023 山羊弩 18 4
1462024 炎弩 35 4
1462025 黄金弩 50 4
1462026 破天弩弓 60 4
1462027 黑暗弩弓 70 4
1462028 山羊弩 18 4
1462029 炎弩 35 4
1462030 黄金弩 50 4
1462031 破天弩弓 60 4
1462032 黑暗弩弓 70 4
1462033 闪亮先生打造的武器。这独有的弓\n里隐藏了隔世的力量，能使出无穷\n威力的攻击。 18 4
1462034 闪亮先生打造的武器。这独有的弓\n里隐藏了隔世的力量，能使出无穷\n威力的攻击。 35 4
1462035 闪亮先生打造的武器。这独有的弓\n里隐藏了隔世的力量，能使出无穷\n威力的攻击。 50 4
1462036 闪亮先生打造的武器。这独有的弓\n里隐藏了隔世的力量，能使出无穷\n威力的攻击。 60 4
1462037 闪亮先生打造的武器。这独有的弓\n里隐藏了隔世的力量，能使出无穷\n威力的攻击。 70 4
1462039 黄金飞龙弩 110 4
1462040 枫叶击星弩 64 4
1462041 枫叶3年旗 30 4
1462043 粉色花边游泳圈 30 4
1462044 新加坡国旗（弩） 30 4
1462045 马来西亚国旗（弩） 30 4
1462046 闪亮先生打造的武器。这弯弓是用\n德拉无重量的材料所打造。 70 4
1462047 Xaru 10 4
1462048 Xarusuma 40 4
1462049 Xarumagna 80 4
1462050 #c穿透箭 +1等级# 120 4
1462051 #c穿透箭 +1等级# 120 4
1462052 Raven's Eye 80 4
1462053 Night Raven's Eye 90 4
1462054 黎明乌眼弯弓 90 4
1462055 黄昏乌眼弯弓 80 4
1462056 圣诞六翼天使武器(弩) 10 4
1462059 蝙蝠怪的沧海弩弓 80 4
1462060 蝙蝠怪的炎帝弩弓 80 4
1462061 蝙蝠怪的金天弩弓 80 4
1462062 蝙蝠怪的黑暗弩弓 80 4
1462063 蝙蝠怪的可撒之弩 90 4
1462066 企鹅王的鹰弩 32 4
1462069 #c网吧专用道具.游戏结束时将会消失.\n# 30 4
1462070 #c网吧专用道具.游戏结束时将会消失.\n# 38 4
1462071 #c网吧专用道具.游戏结束时将会消失.\n# 59 4
1462075 #c你能够感受到地狱大公的暗黑\n能量。# 25 4
1472000 拳套 10 8
1472001 钢铁拳套 15 8
1472002 锂矿拳套 15 8
1472003 黄金拳套 15 8
1472004 青铜指虎 20 8
1472005 钢铁指虎 20 8
1472006 朱矿指虎 20 8
1472007 狼牙 25 8
1472008 钢铁斗拳 30 8
1472009 锂矿斗拳 30 8
1472010 朱矿斗拳 30 8
1472011 青铜守护拳套 35 8
1472012 银守护拳套 35 8
1472013 黑守护拳套 35 8
1472014 钢铁护腕 40 8
1472015 赤红护腕 40 8
1472016 朱矿护腕 40 8
1472017 黑护腕 40 8
1472018 钢铁手甲 50 8
1472019 赤红手甲 50 8
1472020 蓝宝手甲 50 8
1472021 黑手甲 50 8
1472022 青铜战神拳套 60 8
1472023 赤红战神拳套 60 8
1472024 蓝宝战神拳套 60 8
1472025 黑战神拳套 60 8
1472026 红闪电甲 70 8
1472027 绿闪电甲 70 8
1472028 蓝闪电甲 70 8
1472029 黑闪电甲 70 8
1472030 小枫叶拳 35 8
1472031 龙之拳 80 8
1472032 枫叶拳 43 8
1472033 虎纹拳套 90 8
1472034 朱矿斗拳 20 8
1472035 黑手甲 35 8
1472036 黑战神拳套 50 8
1472037 黑闪电甲 60 8
1472038 龙之拳 70 8
1472039 朱矿斗拳 20 8
1472040 黑手甲 35 8
1472041 黑战神拳套 50 8
1472042 黑闪电甲 60 8
1472043 龙之拳 70 8
1472044 必须装备#c单手钝器、单手剑、\n单手斧、短刀#才可以使用。 10 8
1472045 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 20 8
1472046 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 35 8
1472047 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 50 8
1472048 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 60 8
1472049 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 70 8
1472051 寒木升龙拳 110 8
1472052 碧水落龙拳 110 8
1472053 逆龙咆哮拳 100 8
1472054 信玄 55 8
1472055 枫叶定天拳 64 8
1472056 枫叶3年旗 30 8
1472058 粉色花边游泳圈 30 8
1472059 新加坡国旗（指节） 30 8
1472060 马来西亚国旗（指节） 30 8
1472061 初级飞侠拳套 10 8
1472062 闪亮先生打造的武器。这拳爪有着\n流星般的能量，能以光速发掷镖。\n无人能逃过它的追寻。 70 8
1472063 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 8 0
1472064 Neva 50 8
1472065 Kuma 10 8
1472066 Kumasuma 40 8
1472067 Kumamagna 80 8
1472068 #c三连环光击破 +1等级# 120 8
1472069 Steel Avarice for Transformation 40 8
1472071 #c三连环光击破 +1等级# 120 8
1472072 Raven's Claw 80 8
1472073 Night Raven's Claw 90 8
1472074 黎明乌之爪 90 8
1472075 黄昏乌之爪 80 8
1472077 圣诞六翼天使武器(拳套) 10 8
1472083 蝙蝠怪的龙之拳 80 8
1472084 蝙蝠怪的卡帝斯拳套 90 8
1472086 #c金属风暴 +1等级# 58 8
1472089 企鹅王的黑守护拳套 35 8
1472093 #c网吧专用道具.游戏结束时将会消失.\n# 30 8
1472094 #c网吧专用道具.游戏结束时将会消失.\n# 38 8
1472095 #c网吧专用道具.游戏结束时将会消失.\n# 59 8
1472100 #c你能够感受到地狱大公的暗黑\n能量。# 25 8
1482000 指套 10 16
1482001 拳甲 15 16
1482002 格斗指虎 20 16
1482003 三日月冲拳 25 16
1482004 全覆式拳甲 30 16
1482005 双翼拳甲 35 16
1482006 刺棘拳甲 40 16
1482007 蛇吻 50 16
1482008 列翼拳甲 60 16
1482009 强袭拳甲 70 16
1482010 破坏者 80 16
1482011 三刃雪钩 90 16
1482012 剑龙拳甲 100 16
1482013 撕裂者 110 16
1482014 新手专用指套 10 16
1482015 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 20 16
1482016 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 35 16
1482017 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 50 16
1482018 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 60 16
1482019 周围有温暖气息所围绕的特制手套\n，有助于在寒冷区域抵御寒气。 70 16
1482020 枫叶指节 35 16
1482021 冒险岛暴风爪 43 16
1482022 枫叶金爪 64 16
1482023 #c光速拳 +1等级# 120 16
1482024 #c光速拳 +1等级# 120 16
1482025 粉色花边游泳圈 30 16
1482029 圣诞六翼天使武器(指节) 10 16
1482031 蝙蝠怪的纱罗毁灭拳套 80 16
1482032 蝙蝠怪的吸血鬼之爪 90 16
1482034 GMS Knuckle 120 16
1482037 企鹅王的双翼拳甲 35 16
1482041 #c网吧专用道具.游戏结束时将会消失.\n# 30 16
1482042 #c网吧专用道具.游戏结束时将会消失.\n# 38 16
1482043 #c网吧专用道具.游戏结束时将会消失.\n# 59 16
1482046 #c你能够感受到地狱大公的暗黑\n能量。# 25 16
1492000 短枪 10 16
1492001 单发手铳 15 16
1492002 大型手铳 20 16
1492003 突击手铳 25 16
1492004 银枪 30 16
1492005 红杰克 35 16
1492006 黑郁金香 40 16
1492007 金钱豹 50 16
1492008 速射手铳 60 16
1492009 重装手铳 70 16
1492010 雷明顿 80 16
1492011 鲁格 90 16
1492012 金枪 100 16
1492013 枭龙 110 16
1492014 新手专用短枪 10 16
1492015 #c网吧专用道具。游戏结束时会消失.\n# 20 16
1492016 #c网吧专用道具。游戏结束时会消失.\n# 35 16
1492017 #c网吧专用道具。游戏结束时会消失.\n# 50 16
1492018 #c网吧专用道具。游戏结束时会消失.\n# 60 16
1492019 #c网吧专用道具。游戏结束时会消失.\n# 70 16
1492020 枫叶枪 35 16
1492021 冒险岛暴风手枪 43 16
1492022 冒险岛加仑手枪 64 16
1492023 #c金属风暴 +1等级# 120 16
1492025 #c金属风暴 +1等级# 120 16
1492026 粉色花边游泳圈 30 16
1492030 圣诞六翼天使武器(手枪) 10 16
1492032 Kyrin's Pistol 10 16
1492035 蝙蝠怪的因弗蒂之枪 80 16
1492036 蝙蝠怪的调停者 90 16
1492037 #c金属风暴 +1等级# 58 16
1492038 企鹅王的红杰克 35 16
1492042 #c网吧专用道具.游戏结束时将会消失.\n# 30 16
1492043 #c网吧专用道具.游戏结束时将会消失.\n# 38 16
1492044 #c网吧专用道具.游戏结束时将会消失.\n# 59 16
1492048 #c你能够感受到地狱大公的暗黑\n能量。# 25 16
